name,value,year,lastValue,rank
PPT,1653.217808,2018.01,520.075316,49
STEEM,1651.691848,2018.01,295.685560,33
BNB,1643.243757,2018.05,1467.302827,6
XLM,1622.676880,2019.03,1592.632515,7
ETC,1613.762675,2018.06,2199.317381,17
ETC,1603.286449,2017.06,600.839145,9
MIOTA,1599.336166,2017.10,1933.293950,12
NEO,1592.675500,2017.11,1837.050000,14
XLM,1592.632515,2019.02,2286.718690,7
STRAT,1586.851190,2018.01,583.043703,45
NEO,1586.090000,2017.09,405.432500,13
MIOTA,1560.208718,2018.10,1981.226949,12
ETC,1551.330763,2018.08,1709.547690,17
TRX,1529.503689,2019.03,1740.803993,9
DASH,1523.433382,2018.10,1762.071640,13
TRX,1502.968958,2018.11,1452.546731,9
XEM,1501.983000,2017.11,2082.969000,16
LSK,1497.273771,2018.05,809.816711,29
LTC,1487.366316,2017.06,809.254702,3
BNB,1467.302827,2018.04,1012.398347,6
TRX,1452.546731,2018.10,1681.284412,9
XEM,1433.799000,2017.07,2050.596000,12
ICX,1433.139426,2018.03,2021.925254,31
NEO,1429.077000,2018.09,1854.586500,16
ETC,1425.789057,2018.04,3083.911269,17
ETC,1390.349151,2017.08,1668.372644,13
ETC,1389.416181,2018.09,1551.330763,17
XMR,1388.295450,2017.10,1875.445761,11
XEM,1380.924000,2018.08,1838.961000,18
USDT,1374.793477,2018.01,813.735698,8
DASH,1365.419589,2017.08,1283.554763,11
BNB,1354.071489,2018.08,1661.650022,6
OMG,1352.267896,2018.02,2071.004609,25
TRX,1347.509926,2019.01,987.857122,9
MIOTA,1342.777182,2018.11,1560.208718,12
WAVES,1334.980000,2018.01,611.130000,20
ZEC,1316.684324,2018.03,1225.128218,19
QTUM,1304.574683,2018.06,1980.055475,25
DASH,1299.718548,2018.11,1523.433382,13
BTG,1287.501089,2018.05,726.477459,24
DASH,1283.554763,2017.07,1065.582873,9
XMR,1281.705788,2017.11,1388.295450,11
QTUM,1273.721340,2018.04,1927.718993,25
BNB,1252.152306,2018.11,1216.336780,6
ZEC,1225.128218,2018.02,1734.205360,19
BNB,1216.336780,2018.10,1079.234204,6
XVG,1212.954252,2018.05,707.156671,48
NEO,1202.461000,2018.10,1429.077000,16
ETC,1195.046481,2017.10,1910.381453,15
BSV,1180.999352,2019.03,1157.197654,11
OMG,1178.866988,2018.06,1759.519720,26
ADA,1173.420170,2019.01,1080.429209,10
ETC,1172.606694,2018.10,1389.416181,17
BCN,1170.955268,2018.01,349.983098,35
BCN,1169.192230,2018.06,1013.829719,39
BSV,1157.197654,2019.02,1664.647783,11
NANO,1138.997049,2018.05,714.038940,41
ZEC,1124.067489,2018.05,701.255293,20
ETH,1116.323115,2016.10,1012.583470,1
