name,value,year,lastValue,rank
LSK,21.126912,2018.05,8.908387,30
LTC,21.120273,2017.06,8.908085,4
BNB,21.106692,2018.04,9.005351,7
TRX,21.096584,2018.10,9.225641,10
XEM,21.083593,2017.07,9.311880,13
ICX,21.083133,2018.03,9.305765,32
NEO,21.080295,2018.09,9.268247,17
ETC,21.077991,2018.04,9.489102,18
ETC,21.052821,2017.08,9.222293,14
ETC,21.052149,2018.09,9.190704,18
XMR,21.051343,2017.10,9.273105,12
XEM,21.046019,2018.08,9.264573,19
USDT,21.041569,2018.01,8.910483,9
DASH,21.034728,2017.08,9.108414,12
BNB,21.026382,2018.08,9.220540,7
OMG,21.025049,2018.02,9.316181,26
TRX,21.021524,2019.01,8.994694,10
MIOTA,21.018006,2018.11,9.193183,13
WAVES,21.012182,2018.01,8.786134,21
ZEC,20.998383,2018.03,9.088182,20
QTUM,20.989143,2018.06,9.296677,26
DASH,20.985414,2018.11,9.182823,14
BTG,20.975969,2018.05,8.861222,25
DASH,20.972899,2017.07,9.027587,10
XMR,20.971458,2017.11,9.142482,12
QTUM,20.965209,2018.04,9.285044,26
BNB,20.948130,2018.11,9.085054,7
ZEC,20.926311,2018.02,9.239101,20
BNB,20.919110,2018.10,9.033116,7
XVG,20.916325,2018.05,8.849516,49
NEO,20.907636,2018.10,9.155056,17
ETC,20.901451,2017.10,9.281120,16
BSV,20.889627,2019.03,9.063408,12
OMG,20.887820,2018.06,9.245394,27
ADA,20.883189,2019.01,9.033596,11
ETC,20.882495,2018.10,9.142832,18
BCN,20.881086,2018.01,8.544047,36
BCN,20.879579,2018.06,9.005965,40
BSV,20.869267,2019.02,9.221322,12
NANO,20.853414,2018.05,8.853722,42
ZEC,20.840220,2018.05,8.845876,21
ETH,20.833306,2016.10,9.005431,2
HC,20.830541,2018.01,8.872831,60
ADA,20.828234,2019.03,9.008339,11
ETH,20.825663,2016.06,8.908213,2
SNT,20.819747,2018.01,8.417144,48
MIOTA,20.815931,2019.01,8.915743,14
KMD,20.803171,2018.01,8.459805,40
AE,20.801726,2018.05,8.536183,48
ADA,20.800624,2018.12,9.274593,11
BNB,20.799518,2018.09,9.131642,7
STEEM,20.798704,2018.02,9.217929,35
ICX,20.798515,2018.06,9.228902,35
DASH,20.786788,2017.06,8.797024,8
MIOTA,20.783865,2017.07,9.215011,9
OMG,20.783036,2017.09,8.132073,22
NEO,20.772684,2018.11,9.080071,17
STEEM,20.753238,2018.05,8.637716,38
DOGE,20.752628,2018.01,8.382061,22
ADA,20.742467,2019.02,9.069454,11
MIOTA,20.740579,2017.11,9.203940,13
ZEC,20.738977,2018.06,9.050792,21
BCN,20.737001,2018.05,8.604671,40
XEM,20.736035,2018.09,9.140170,19
ETH,20.735771,2016.09,8.860823,2
BNB,20.735588,2018.03,8.980327,7
LSK,20.721633,2018.06,9.175301,30
ETC,20.717150,2017.11,9.077385,16
ETH,20.712965,2016.07,9.044471,2
VET,20.711124,2018.09,8.928826,21
TRX,20.711049,2018.12,9.176950,10
BTS,20.710846,2018.05,8.586574,41
DGD,20.709763,2018.03,8.966075,90
XMR,20.705108,2018.12,9.242912,13
ONT,20.690427,2018.06,8.985225,16
QTUM,20.690024,2017.09,8.579232,21
ONT,20.689246,2018.05,8.365524,16
ETC,20.689228,2018.11,9.069152,18
SC,20.687171,2018.01,8.328109,43
BTM,20.684407,2018.05,8.688968,52
QTUM,20.680705,2017.12,8.858193,25
ETH,20.680078,2017.02,8.865300,2
BNB,20.677967,2018.02,8.942039,7
SC,20.677133,2018.05,8.544774,50
OMG,20.672093,2017.12,8.787089,26
XEM,20.658346,2018.10,9.005546,19
DGD,20.645151,2018.02,8.544614,88
STRAT,20.641413,2018.02,9.200536,49
ETH,20.640142,2016.11,9.047790,2
ETH,20.632095,2016.04,8.816738,2
GNT,20.626620,2018.01,8.417262,49
ZEC,20.624148,2017.12,8.742790,20
ZIL,20.623946,2018.05,8.470561,32
OMG,20.622666,2017.10,9.025958,23
OMG,20.610258,2018.04,9.276321,27
BNB,20.606999,2019.02,8.908199,7
LSK,20.606851,2017.12,8.694418,28
PPT,20.604470,2018.05,8.642531,59
SC,20.596790,2018.02,8.984324,45
XVG,20.594375,2018.03,8.896765,44
ZIL,20.591731,2018.06,8.956866,32
BNB,20.589806,2018.01,8.314628,7
REP,20.588807,2018.01,8.508545,30
XMR,20.586515,2019.01,8.992114,13
STRAT,20.565837,2017.06,7.902454,29
OMG,20.565563,2018.07,9.071465,27
BCD,20.562515,2018.05,8.514762,44
XTZ,20.557675,2018.09,9.003194,20
AE,20.555726,2018.06,9.034075,48
BCN,20.551128,2018.02,9.068540,37
XMR,20.550323,2019.03,8.861784,13
XEM,20.549678,2018.11,8.971806,19
ZEC,20.549600,2018.08,8.895303,21
BTS,20.531099,2018.02,9.315147,38
MIOTA,20.529258,2018.12,9.128004,14
ICX,20.525730,2018.04,9.156288,34
MIOTA,20.523208,2019.03,8.855953,14
QTUM,20.517542,2018.07,9.115469,26
USDT,20.517146,2017.12,8.655632,9
LSK,20.512318,2018.04,9.293844,30
ETH,20.511918,2016.05,8.960405,2
BNB,20.511886,2019.01,8.836799,7
LTC,20.511624,2017.05,8.591950,4
XTZ,20.511444,2018.10,8.928085,20
ONT,20.504460,2018.07,8.985738,16
BCN,20.495936,2018.03,8.925241,36
MIOTA,20.494190,2017.08,9.026318,11
XTZ,20.493489,2018.11,8.908007,20
STRAT,20.492977,2018.03,8.964452,49
DASH,20.486688,2018.12,9.113849,15
XVG,20.485558,2018.02,9.320161,44
ZEC,20.482191,2018.07,9.006823,21
PPT,20.477406,2018.03,9.295394,53
OMG,20.472992,2018.08,8.931510,27
BTG,20.465575,2018.06,9.109748,25
ARK,20.463575,2018.01,8.553204,54
VERI,20.460488,2018.01,8.305685,84
XRP,20.440028,2015.01,8.608883,2
STRAT,20.439148,2018.05,8.557800,55
LSK,20.436222,2017.09,8.359375,24
WAVES,20.430822,2018.05,8.574933,22
HC,20.430449,2017.12,8.515253,57
ETH,20.413109,2017.01,8.827102,2
DCR,20.411558,2018.06,8.765072,29
XMR,20.405012,2019.02,8.940610,13
BTG,20.403718,2018.04,9.274736,25
ETH,20.402798,2016.08,8.995526,2
DASH,20.396943,2019.03,8.767305,15
QTUM,20.396744,2017.11,8.845727,24
VET,20.395542,2018.10,8.994727,22
DASH,20.391851,2019.01,8.897255,15
MIOTA,20.391585,2019.02,9.040244,14
NANO,20.386448,2018.04,9.334045,41
XVG,20.376763,2018.04,8.944023,48
DCR,20.369360,2018.01,8.541548,27
ZEC,20.368383,2018.04,9.119482,21
XEM,20.368200,2018.12,8.924612,20
QTUM,20.368039,2017.10,8.985563,22
ZRX,20.354152,2018.05,8.442924,36
SC,20.347487,2018.03,8.945072,45
BNB,20.347482,2018.12,9.097657,7
ICX,20.340817,2018.07,9.032680,35
ZRX,20.340661,2018.06,8.839696,36
MKR,20.337261,2019.03,8.443149,16
DOGE,20.334413,2018.10,8.763255,24
VERI,20.331817,2018.02,8.885877,90
BCN,20.328614,2017.06,7.600533,22
ETH,20.325155,2016.12,8.963900,2
WAVES,20.319438,2018.03,8.792533,21
KCS,20.311793,2018.01,7.631254,45
BCN,20.307415,2018.07,9.067886,40
BTM,20.301742,2018.06,8.983124,52
ETH,20.301288,2016.03,8.272308,2
ZRX,20.297913,2018.02,8.630663,33
XMR,20.291003,2017.08,8.799340,10
STEEM,20.283974,2018.06,9.013017,38
REP,20.280782,2018.02,8.941605,31
MKR,20.280597,2018.05,8.493976,15
PIVX,20.280349,2018.01,8.388752,67
XMR,20.278398,2017.06,8.520746,7
DGB,20.268279,2018.01,7.865293,33
LSK,20.266140,2018.07,8.999291,30
LTC,20.263031,2014.01,8.774710,3
XMR,20.261229,2017.07,8.806796,8
MKR,20.257542,2018.03,8.851177,15
NXT,20.256278,2018.01,8.563964,96
DASH,20.255896,2017.05,8.613862,8
ZEC,20.253324,2018.10,8.924578,21
STRAT,20.253056,2017.09,8.739044,37
DOGE,20.248011,2018.03,8.703976,22
WAVES,20.245556,2018.02,9.125475,21
WTC,20.240766,2018.02,8.455564,67
XVG,20.234550,2018.06,9.083844,49
LSK,20.233167,2017.10,8.875338,25
OMG,20.233020,2017.11,8.956310,25
WAVES,20.230820,2017.12,8.503304,21
ZEC,20.228394,2018.11,8.795907,21
OMG,20.227833,2018.09,8.891308,27
KCS,20.224334,2018.02,8.821300,48
AE,20.221733,2018.02,8.508257,43
XEM,20.219505,2019.01,8.845797,20
SNT,20.218963,2018.02,9.041901,51
DOGE,20.216630,2018.05,8.503062,23
ETC,20.213838,2017.05,8.378133,10
BTS,20.212504,2018.03,8.916543,37
ZEC,20.205704,2017.10,8.726824,18
BTS,20.196090,2018.06,8.994606,41
DASH,20.187466,2019.02,8.856068,15
ETC,20.184031,2019.01,8.739250,19
STRAT,20.183773,2017.12,8.453453,45
DCR,20.182324,2018.05,8.469133,29
GNT,20.181843,2018.05,8.239261,58
MONA,20.178826,2018.01,8.590565,83
DOGE,20.178141,2018.09,8.531974,23
STRAT,20.176604,2017.07,8.931629,30
VET,20.174133,2018.11,8.857671,22
QTUM,20.169119,2018.08,8.910655,26
NEO,20.166874,2019.03,8.672046,18
LTC,20.158406,2014.02,8.800123,3
ZIL,20.155101,2018.07,8.942875,32
SNT,20.150359,2018.05,8.507339,57
BAT,20.149323,2018.01,8.228454,23
NANO,20.147546,2018.06,9.056523,42
BTS,20.137018,2017.07,8.372283,25
DCR,20.131172,2018.03,8.729463,27
ZEC,20.131019,2017.11,8.775226,19
ADA,20.129782,2017.11,8.798581,11
HC,20.127775,2018.05,8.392617,70
DGD,20.124297,2018.05,8.665084,100
AE,20.123746,2018.03,8.782187,43
ETC,20.122866,2018.12,8.985218,19
STRAT,20.122391,2017.08,8.762588,34
LRC,20.111907,2018.05,8.323720,72
IOST,20.107851,2018.05,8.287400,53
SC,20.103043,2018.06,8.979965,50
DCR,20.100331,2018.02,8.846300,27
SNT,20.098412,2018.03,8.780984,51
ARDR,20.097384,2018.02,9.264164,56
ZEC,20.094254,2017.09,8.550106,17
FCT,20.084304,2018.01,8.292650,57
GBYTE,20.079067,2018.01,8.200074,101
NEO,20.078852,2019.01,8.713788,18
