name,value,year,lastValue,rank
ETC,2297.501840,2018.02,3450.958113,17
XRP,2294.347627,2017.04,224.099076,3
USDT,2287.438142,2018.04,2216.542185,9
XLM,2286.718690,2019.01,3070.486824,8
NEO,2279.524000,2017.12,1592.675500,16
XMR,2274.505681,2018.07,2617.565154,12
XEM,2270.898000,2017.12,1501.983000,18
QTUM,2234.942874,2018.02,4479.559266,25
USDT,2216.542185,2018.03,2196.625610,9
EOS,2203.259244,2019.02,2616.899859,5
LTC,2203.009837,2017.08,2153.776658,4
NANO,2200.075828,2018.02,4490.773818,39
ETC,2199.317381,2018.05,1425.789057,18
USDT,2196.625610,2018.02,1374.793477,9
NANO,2157.969369,2018.03,2200.075828,38
LTC,2153.776658,2017.07,1487.366316,4
BCH,2143.595618,2019.02,3014.732747,6
ADA,2139.639274,2018.10,2707.615830,11
XVG,2090.070737,2018.01,88.040842,42
XEM,2082.969000,2017.10,2662.956000,17
LTC,2073.872814,2019.02,2000.859669,4
TRX,2073.603394,2018.08,2598.943956,10
OMG,2071.004609,2018.01,950.114118,26
BTS,2066.081537,2018.01,357.310637,37
XEM,2050.596000,2017.06,466.461900,11
USDT,2046.557763,2019.03,2026.311240,9
XRP,2042.306875,2017.05,2294.347627,3
XEM,2042.199000,2018.04,3556.431000,19
DASH,2039.978302,2018.07,2605.414228,14
DASH,2032.003705,2017.11,2343.946234,14
USDT,2026.311240,2019.02,1908.446134,9
ICX,2021.925254,2018.02,2450.731463,32
EOS,2014.198808,2017.12,495.710880,5
LTC,2002.705712,2018.12,3028.256022,4
LTC,2000.859669,2019.01,2002.705712,4
XMR,1997.437586,2018.08,2274.505681,12
MIOTA,1981.226949,2018.09,2468.264584,13
QTUM,1980.055475,2018.05,1273.721340,26
XEM,1977.471000,2017.08,1433.799000,15
PPT,1974.212940,2018.02,1653.217808,53
XMR,1972.847418,2018.09,1997.437586,12
LSK,1967.181369,2018.03,2519.644210,28
MIOTA,1933.293950,2017.09,795.268086,11
QTUM,1927.718993,2018.03,2234.942874,25
XMR,1922.595949,2018.10,1972.847418,12
ETC,1910.381453,2017.09,1390.349151,15
USDT,1908.446134,2019.01,1853.398856,9
OMG,1889.389276,2018.03,1352.267896,26
BTG,1882.502841,2018.03,1851.899714,24
ADA,1881.885303,2018.11,2139.639274,11
XMR,1875.445761,2017.09,649.038678,10
NEO,1854.586500,2018.08,2338.674000,17
USDT,1853.398856,2018.12,1764.876771,9
BTG,1851.899714,2018.02,4638.801962,24
XEM,1838.961000,2018.07,2373.165000,19
ARDR,1837.230001,2018.01,430.707643,53
NEO,1837.050000,2017.10,1586.090000,15
USDT,1764.876771,2018.11,2805.694872,9
DASH,1762.071640,2018.09,1745.499628,14
OMG,1759.519720,2018.05,893.143761,27
XMR,1749.491460,2018.11,1922.595949,12
DASH,1745.499628,2018.08,2039.978302,14
TRX,1740.803993,2019.02,1347.509926,10
ZEC,1734.205360,2018.01,905.636070,20
ETC,1709.547690,2018.07,1613.762675,18
ETH,1701.011948,2017.03,957.731836,2
ICX,1693.955151,2018.05,820.750732,35
TRX,1681.284412,2018.09,2073.603394,10
BNB,1675.716941,2019.03,890.238048,7
BNB,1674.091926,2018.06,1643.243757,7
ETC,1668.372644,2017.07,1603.286449,12
XLM,1666.445145,2017.12,457.952496,8
BSV,1664.647783,2019.01,1754.285184,12
BNB,1661.650022,2018.07,1674.091926,7
PPT,1653.217808,2018.01,520.075316,50
STEEM,1651.691848,2018.01,295.685560,34
BNB,1643.243757,2018.05,1467.302827,7
XLM,1622.676880,2019.03,1592.632515,8
ETC,1613.762675,2018.06,2199.317381,18
ETC,1603.286449,2017.06,600.839145,10
MIOTA,1599.336166,2017.10,1933.293950,13
NEO,1592.675500,2017.11,1837.050000,15
XLM,1592.632515,2019.02,2286.718690,8
STRAT,1586.851190,2018.01,583.043703,46
NEO,1586.090000,2017.09,405.432500,14
MIOTA,1560.208718,2018.10,1981.226949,13
ETC,1551.330763,2018.08,1709.547690,18
TRX,1529.503689,2019.03,1740.803993,10
DASH,1523.433382,2018.10,1762.071640,14
TRX,1502.968958,2018.11,1452.546731,10
XEM,1501.983000,2017.11,2082.969000,17
LSK,1497.273771,2018.05,809.816711,30
LTC,1487.366316,2017.06,809.254702,4
BNB,1467.302827,2018.04,1012.398347,7
TRX,1452.546731,2018.10,1681.284412,10
XEM,1433.799000,2017.07,2050.596000,13
ICX,1433.139426,2018.03,2021.925254,32
NEO,1429.077000,2018.09,1854.586500,17
ETC,1425.789057,2018.04,3083.911269,18
ETC,1390.349151,2017.08,1668.372644,14
ETC,1389.416181,2018.09,1551.330763,18
XMR,1388.295450,2017.10,1875.445761,12
XEM,1380.924000,2018.08,1838.961000,19
USDT,1374.793477,2018.01,813.735698,9
DASH,1365.419589,2017.08,1283.554763,12
BNB,1354.071489,2018.08,1661.650022,7
OMG,1352.267896,2018.02,2071.004609,26
TRX,1347.509926,2019.01,987.857122,10
MIOTA,1342.777182,2018.11,1560.208718,13
WAVES,1334.980000,2018.01,611.130000,21
ZEC,1316.684324,2018.03,1225.128218,20
QTUM,1304.574683,2018.06,1980.055475,26
DASH,1299.718548,2018.11,1523.433382,14
BTG,1287.501089,2018.05,726.477459,25
DASH,1283.554763,2017.07,1065.582873,10
XMR,1281.705788,2017.11,1388.295450,12
QTUM,1273.721340,2018.04,1927.718993,26
BNB,1252.152306,2018.11,1216.336780,7
ZEC,1225.128218,2018.02,1734.205360,20
BNB,1216.336780,2018.10,1079.234204,7
XVG,1212.954252,2018.05,707.156671,49
NEO,1202.461000,2018.10,1429.077000,17
ETC,1195.046481,2017.10,1910.381453,16
BSV,1180.999352,2019.03,1157.197654,12
OMG,1178.866988,2018.06,1759.519720,27
ADA,1173.420170,2019.01,1080.429209,11
ETC,1172.606694,2018.10,1389.416181,18
BCN,1170.955268,2018.01,349.983098,36
